timestamp,limit
2024-12-05T11:54:55.408736,30
2024-12-05T11:55:01.805568,1
2024-12-05T11:56:13.203706,1
2024-12-05T11:56:31.099829,1
2024-12-05T11:57:34.452157,1
2024-12-05T11:57:36.469609,30
2024-12-05T11:57:36.785404,30
2024-12-05T11:57:37.122428,30
2024-12-05T12:09:13.217115,30
2024-12-05T12:32:57.202751,30
2024-12-05T12:33:56.619163,1
2024-12-05T12:34:14.852992,30
2024-12-05T12:45:39.635950,30
2024-12-05T12:58:11.024871,30
2024-12-05T13:07:04.431256,1
2024-12-05T13:07:05.979708,30
2024-12-05T13:09:22.459041,1
2024-12-05T13:14:27.580303,1
2024-12-05T13:17:08.638106,30
2024-12-05T13:17:37.558423,1
2024-12-05T13:18:31.169105,1
2024-12-05T13:20:22.850285,1
2024-12-05T13:21:27.848609,30
2024-12-05T13:23:43.507377,1
2024-12-05T13:24:08.639050,1
2024-12-05T13:49:18.691335,1
2024-12-05T13:55:42.638592,30
2024-12-05T14:37:45.590145,1
2024-12-05T14:37:47.167357,30
2024-12-05T14:40:05.239054,1
2024-12-05T14:40:05.491314,1
2024-12-05T14:40:22.705308,1
2024-12-05T14:40:42.114628,1
2024-12-05T14:41:19.338231,30
2024-12-05T14:41:42.118447,1
2024-12-05T14:50:42.910102,30
2024-12-05T14:51:06.494068,1
2024-12-05T14:51:42.856008,1
2024-12-05T14:51:55.153195,30
2024-12-05T14:51:55.503247,30
2024-12-05T14:51:55.730650,30
2024-12-05T14:57:42.996978,30
2024-12-05T15:02:05.044880,30
2024-12-05T15:05:00.257965,1
2024-12-05T15:06:12.693730,30
2024-12-05T15:07:02.574675,1
2024-12-05T15:07:05.376636,30
2024-12-05T15:08:06.454182,30
2024-12-05T15:10:44.285948,1
2024-12-05T15:19:15.130888,30
2024-12-05T15:29:26.590758,30
2024-12-05T15:30:26.551414,1
2024-12-05T15:46:18.805434,30
2024-12-05T16:06:01.972807,30
2024-12-05T16:06:16.045359,1
2024-12-05T16:07:16.100240,1
2024-12-05T16:08:16.046882,1
2024-12-05T16:09:16.127415,1
2024-12-05T16:10:16.340026,1
2024-12-05T16:10:50.835685,30
2024-12-05T16:11:51.082665,1
2024-12-05T16:12:40.308977,1
2024-12-05T16:12:50.867296,1
2024-12-05T16:13:39.571037,1
2024-12-05T16:13:50.902169,1
2024-12-05T16:16:07.412077,30
2024-12-05T16:16:10.225400,30
2024-12-05T16:17:07.884425,1
2024-12-05T16:17:10.214979,1
2024-12-05T16:17:32.649247,1
2024-12-05T16:18:28.590747,1
2024-12-05T16:23:13.225190,30
2024-12-05T17:13:58.048707,30
2024-12-05T17:15:23.217607,1
2024-12-05T17:17:52.345418,1
2024-12-05T17:20:56.795290,1
2024-12-05T17:21:01.436110,30
2024-12-05T17:22:04.178099,1
2024-12-05T17:22:05.732483,30
2024-12-05T17:50:32.094616,30
2024-12-05T17:50:35.469373,1
2024-12-05T17:51:15.208921,1
2024-12-05T17:51:32.340116,1
2024-12-05T17:52:55.247547,1
2024-12-05T17:53:07.456732,30
2024-12-05T17:55:22.854254,30
2024-12-05T18:24:57.545108,30
2024-12-05T18:26:14.946446,30
2024-12-05T18:40:36.582432,30
2024-12-05T18:41:24.565543,1
2024-12-05T18:41:26.007112,30
2024-12-05T18:42:06.499222,1
2024-12-05T18:42:29.511882,30
2024-12-05T18:42:34.632561,30
2024-12-05T18:42:34.840118,30
2024-12-05T18:42:36.071288,1
2024-12-05T18:50:00.806974,30
2024-12-05T18:51:14.506191,1
2024-12-05T18:51:41.087673,1
2024-12-05T18:51:44.006646,1
2024-12-05T18:51:57.168666,1
2024-12-05T18:52:12.301097,30
2024-12-05T18:52:12.495895,30
2024-12-05T18:52:12.713131,30
2024-12-05T18:52:57.158008,1
2024-12-05T18:53:57.145650,1
2024-12-05T18:54:03.635292,1
2024-12-05T18:54:43.538664,1
2024-12-05T18:54:57.166931,1
2024-12-05T18:55:52.384650,1
2024-12-05T18:55:54.605116,1
2024-12-05T18:55:57.200440,1
2024-12-05T18:56:57.158384,1
2024-12-05T18:57:57.151605,1
2024-12-05T18:58:34.251644,1
2024-12-05T18:58:57.179786,1
2024-12-05T18:59:57.180293,1
2024-12-05T19:00:42.094458,1
2024-12-05T19:00:49.347498,1
2024-12-05T19:00:57.302708,1
2024-12-05T19:01:57.175908,1
2024-12-05T19:02:57.154108,1
2024-12-05T19:03:57.390864,1
2024-12-05T19:03:57.595524,1
2024-12-05T19:04:00.760760,1
2024-12-05T19:04:16.325416,1
2024-12-05T19:04:24.743520,1
2024-12-05T19:04:25.747650,1
2024-12-05T19:04:57.098747,1
2024-12-05T19:05:57.180804,1
2024-12-05T19:06:57.196995,1
2024-12-05T19:07:57.175408,1
2024-12-05T19:08:32.446087,1
2024-12-05T19:08:43.183877,1
2024-12-05T19:08:46.104313,1
2024-12-05T19:08:57.230910,1
2024-12-05T19:09:43.000995,1
2024-12-05T19:09:57.245632,1
2024-12-05T19:10:26.336047,1
2024-12-05T19:10:57.185685,1
2024-12-05T19:11:57.158272,1
2024-12-05T19:12:49.921094,1
2024-12-05T19:12:52.647196,1
2024-12-05T19:12:55.432005,1
2024-12-05T19:12:56.686223,1
2024-12-05T19:12:57.216613,1
2024-12-05T19:13:07.713368,1
2024-12-05T19:13:57.258304,1
2024-12-05T19:14:52.787477,1
2024-12-05T19:14:57.256106,1
2024-12-05T19:24:03.835612,1
2024-12-05T19:24:21.306119,30
2024-12-05T19:28:59.142253,1
2024-12-05T19:28:59.925989,30
2024-12-05T19:29:12.773346,1
2024-12-05T19:30:12.796965,1
2024-12-05T19:47:24.764836,1
2024-12-05T19:49:26.455724,1
2024-12-05T19:50:52.747273,1
2024-12-05T20:05:06.554057,1
2024-12-05T20:05:09.947881,1
2024-12-05T20:05:26.800311,1
2024-12-05T20:05:33.593844,30
2024-12-05T20:06:06.148661,1
2024-12-05T20:07:02.186540,1
2024-12-05T20:07:03.980536,30
2024-12-05T20:07:06.046491,1
2024-12-05T20:07:07.514769,30
2024-12-05T20:08:31.965573,1
2024-12-05T20:08:33.039190,30
2024-12-05T20:09:00.661165,1
2024-12-05T20:09:07.985044,30
2024-12-05T20:14:47.759817,1
2024-12-05T20:14:52.926808,30
2024-12-05T20:15:05.051020,1
2024-12-05T20:15:29.579865,1
2024-12-05T20:15:36.919623,1
2024-12-05T20:15:39.515228,1
2024-12-05T20:16:05.054725,1
2024-12-05T20:16:12.939554,30
2024-12-05T20:17:14.079354,1
2024-12-05T20:17:14.332417,1
2024-12-05T20:17:15.593663,30
2024-12-05T20:39:26.895068,30
2024-12-05T21:26:10.389400,1
2024-12-05T21:26:10.814806,30
2024-12-05T21:27:05.088459,1
2024-12-05T21:27:55.464349,30
2024-12-05T21:28:05.314855,1
2024-12-05T21:29:05.208623,1
2024-12-05T21:29:49.066580,1
2024-12-05T21:30:05.284092,1
2024-12-05T21:30:14.723562,30
2024-12-05T21:31:05.556082,1
2024-12-05T21:38:15.054253,30
2024-12-05T22:23:35.378123,1
2024-12-05T22:30:09.061806,30
2024-12-05T22:36:05.557376,30
2024-12-05T22:37:02.053119,1
2024-12-05T22:37:04.648964,30
2024-12-05T22:37:05.587267,1
2024-12-05T22:37:45.533585,30
2024-12-05T22:40:07.832553,30
2024-12-05T22:41:39.328062,1
2024-12-05T22:41:42.862727,1
2024-12-05T22:42:24.486530,1
2024-12-05T22:42:26.994317,30
2024-12-05T22:44:38.673185,30
2024-12-05T23:42:27.608346,1
2024-12-05T23:42:28.876134,30
2024-12-05T23:42:57.978694,1
2024-12-05T23:43:03.026524,1
2024-12-05T23:43:18.422492,1
2024-12-05T23:43:27.332727,1
2024-12-06T00:00:50.079725,30
2024-12-06T00:11:43.979938,30
2024-12-06T00:12:09.436823,30
2024-12-06T00:13:36.770973,1
2024-12-06T00:14:02.185699,1
2024-12-06T00:14:10.125698,30
2024-12-06T00:14:18.749237,1
2024-12-06T00:14:44.872113,1
2024-12-06T00:14:53.119660,1
2024-12-06T00:15:24.725306,1
2024-12-06T00:16:05.681121,1
2024-12-06T00:16:07.355959,30
2024-12-06T00:16:53.643305,30
2024-12-06T00:18:37.473161,1
2024-12-06T00:18:42.932851,1
2024-12-06T00:18:45.408793,1
2024-12-06T00:18:47.516944,1
2024-12-06T00:19:42.950843,1
2024-12-06T00:21:50.542367,1
2024-12-06T00:21:52.792461,30
2024-12-06T00:49:28.019502,10
2024-12-06T01:01:02.042560,30
2024-12-06T01:02:27.263833,1
2024-12-06T01:03:21.943962,1
2024-12-06T01:03:23.120368,1
2024-12-06T01:03:25.703800,30
2024-12-06T01:06:58.584021,1
2024-12-06T01:12:17.581813,1
2024-12-06T01:12:17.807277,1
2024-12-06T01:12:19.348379,30
2024-12-06T01:33:03.583194,1
2024-12-06T01:33:06.729838,30
2024-12-06T01:34:22.978815,30
2024-12-06T01:47:22.674205,30
2024-12-06T01:48:05.615685,1
2024-12-06T01:53:21.179825,1
2024-12-06T01:53:22.695766,1
2024-12-06T01:53:22.963427,30
2024-12-06T01:57:42.850882,30
2024-12-06T01:58:30.367520,1
2024-12-06T01:58:42.577660,1
2024-12-06T01:59:42.610925,1
2024-12-06T02:01:26.103864,30
2024-12-06T02:02:26.836304,1
2024-12-06T02:02:26.879184,1
2024-12-06T02:02:53.581938,1
2024-12-06T02:08:07.791506,30
2024-12-06T02:09:19.149397,1
2024-12-06T02:13:01.032052,1
2024-12-06T02:13:58.891010,1
2024-12-06T02:14:02.701514,30
2024-12-06T02:16:04.431587,30
2024-12-06T02:16:09.083038,1
2024-12-06T02:16:10.737670,30
2024-12-06T02:18:10.288395,1
2024-12-06T02:18:10.988308,30
2024-12-06T02:18:58.920127,1
2024-12-06T02:19:00.325640,30
2024-12-06T02:19:09.997225,30
2024-12-06T02:19:54.717725,1
2024-12-06T02:20:00.138946,1
2024-12-06T02:21:56.158856,1
2024-12-06T02:36:48.257393,30
2024-12-06T02:43:15.573243,1
2024-12-06T02:43:20.127241,30
2024-12-06T02:44:37.270163,1
2024-12-06T02:44:49.462695,1
2024-12-06T02:44:58.265553,1
2024-12-06T02:45:00.023846,30
2024-12-06T02:45:01.846594,30
2024-12-06T02:45:02.432858,30
2024-12-06T02:45:40.006725,30
2024-12-06T02:45:42.041390,30
2024-12-06T02:53:48.132938,30
2024-12-06T02:53:48.771746,30
2024-12-06T02:54:06.578860,30
2024-12-06T02:54:07.146866,30
2024-12-06T02:54:14.650075,1
2024-12-06T02:54:14.828273,1
2024-12-06T02:54:33.710358,1
2024-12-06T02:59:58.056537,30
2024-12-06T02:59:58.590438,30
2024-12-06T03:02:52.691031,1
2024-12-06T03:09:27.362179,30
2024-12-06T03:09:27.862435,30
2024-12-06T03:09:57.272018,1
2024-12-06T03:10:05.611839,1
2024-12-06T03:10:17.117898,1
2024-12-06T03:10:26.608273,1
2024-12-06T03:10:27.320894,1
2024-12-06T03:10:58.634705,1
2024-12-06T03:33:58.694961,30
2024-12-06T03:52:50.263002,30
2024-12-06T03:53:50.209096,1
2024-12-06T03:54:50.249823,1
2024-12-06T03:55:50.227027,1
2024-12-06T03:56:50.265633,1
2024-12-06T03:57:50.227824,1
2024-12-06T03:58:50.265206,1
2024-12-06T03:59:50.228864,1
2024-12-06T04:00:39.064941,1
2024-12-06T04:00:50.232352,1
2024-12-06T04:01:50.303629,1
2024-12-06T04:02:50.219860,1
2024-12-06T04:34:57.607808,1
2024-12-06T05:24:00.317090,30
2024-12-06T05:48:22.320103,30
2024-12-06T06:03:53.812136,1
2024-12-06T06:09:35.119757,1
2024-12-06T06:33:27.659636,30
2024-12-06T06:34:20.030564,30
2024-12-06T06:40:26.984574,1
2024-12-06T06:41:27.085213,1
2024-12-06T06:41:40.513073,30
2024-12-06T06:42:15.219568,1
2024-12-06T06:42:26.988607,1
2024-12-06T06:43:27.336294,1
2024-12-06T06:44:26.988809,1
2024-12-06T06:45:26.969129,1
2024-12-06T06:46:27.001995,1
2024-12-06T06:47:27.022847,1
2024-12-06T06:48:26.995924,1
2024-12-06T06:49:27.012160,1
2024-12-06T06:50:27.012467,1
2024-12-06T06:51:27.025128,1
2024-12-06T06:52:31.064674,1
2024-12-06T06:53:29.424499,1
2024-12-06T06:54:29.306712,1
2024-12-06T06:55:29.342279,1
2024-12-06T06:56:29.358314,1
2024-12-06T06:57:29.365633,1
2024-12-06T06:58:21.163595,30
2024-12-06T06:58:21.637286,30
2024-12-06T06:58:23.249404,30
2024-12-06T07:31:25.241807,30
2024-12-06T08:19:43.643819,30
2024-12-06T08:19:44.638637,1
2024-12-06T08:19:47.796529,1
2024-12-06T08:20:43.695538,1
2024-12-06T08:21:40.513081,30
2024-12-06T08:21:40.744015,30
2024-12-06T08:24:44.453715,1
2024-12-06T08:26:32.166241,1
2024-12-06T08:26:35.519551,30
2024-12-06T09:05:03.872412,1
2024-12-06T09:40:48.183912,1
2024-12-06T09:40:49.360621,30
2024-12-06T09:44:02.268202,1
2024-12-06T09:44:02.810909,1
2024-12-06T09:48:51.671665,30
2024-12-06T09:56:25.185648,1
2024-12-06T10:13:21.707455,30
2024-12-06T10:13:56.377217,1
2024-12-06T10:14:21.709078,1
2024-12-06T10:15:21.703628,1
2024-12-06T10:17:16.445515,1
2024-12-06T10:17:21.712666,1
2024-12-06T10:18:21.724440,1
2024-12-06T10:19:21.674161,1
2024-12-06T10:20:30.772114,1
2024-12-06T10:27:20.559465,1
2024-12-06T10:27:21.724073,1
2024-12-06T10:31:55.486568,1
2024-12-06T10:31:55.713250,1
2024-12-06T10:31:57.107033,30
2024-12-06T10:31:57.420547,30
2024-12-06T10:36:44.084829,1
2024-12-06T10:50:26.506833,1
2024-12-06T10:51:10.785340,30
2024-12-06T10:51:16.503531,1
2024-12-06T10:51:17.405829,30
2024-12-06T10:51:23.352193,1
2024-12-06T10:55:18.216866,1
2024-12-06T10:55:37.985072,30
2024-12-06T10:56:17.996792,1
2024-12-06T10:56:26.686625,1
2024-12-06T10:56:38.027809,1
2024-12-06T10:57:37.959296,1
2024-12-06T10:58:38.025690,1
2024-12-06T10:59:38.004750,1
2024-12-06T11:00:38.021770,1
2024-12-06T11:08:44.239934,30
2024-12-06T11:14:57.126539,30
2024-12-06T11:16:40.520165,1
2024-12-06T11:16:58.453794,1
2024-12-06T11:17:45.269412,1
2024-12-06T11:20:00.479002,1
2024-12-06T11:20:13.837335,1
2024-12-06T11:20:45.213907,1
2024-12-06T11:20:55.936950,30
2024-12-06T11:21:45.370265,1
2024-12-06T11:22:22.493070,1
2024-12-06T11:22:25.366928,1
2024-12-06T11:22:25.380705,1
2024-12-06T11:22:25.957606,1
2024-12-06T11:23:55.989640,1
2024-12-06T11:23:58.396377,1
2024-12-06T11:43:45.511875,1
2024-12-06T12:21:51.473005,10
2024-12-06T12:21:52.557030,10
2024-12-06T12:25:45.548507,30
2024-12-06T12:25:46.298084,30
2024-12-06T12:25:47.507597,1
2024-12-06T12:44:49.249907,10
2024-12-06T12:48:02.453681,30
2024-12-06T12:48:56.539104,1
2024-12-06T12:49:56.531870,1
2024-12-06T12:51:29.999198,1
2024-12-06T12:51:30.007889,1
2024-12-06T12:54:17.889315,1
2024-12-06T12:54:18.065442,1
2024-12-06T12:59:58.732594,30
2024-12-06T12:59:59.797677,30
2024-12-06T13:23:26.579532,30
2024-12-06T13:23:33.291094,1
2024-12-06T13:23:45.849668,1
2024-12-06T13:25:49.609179,10
2024-12-06T13:26:42.767055,1
2024-12-06T13:41:54.089873,1
2024-12-06T13:45:13.992581,1
2024-12-06T13:51:48.485108,30
2024-12-06T14:19:01.865955,30
2024-12-06T14:19:07.248207,30
2024-12-06T14:21:34.429619,30
2024-12-06T14:29:30.724783,30
2024-12-06T14:30:30.615215,1
2024-12-06T14:31:30.635026,1
2024-12-06T14:33:07.634751,30
2024-12-06T14:34:58.087888,1
2024-12-06T14:36:19.746911,1
2024-12-06T14:36:24.641538,30
2024-12-06T14:39:11.874498,1
2024-12-06T14:39:12.463915,30
2024-12-06T14:41:06.133125,1
2024-12-06T14:41:07.715850,1
2024-12-06T14:41:10.230379,30
2024-12-06T14:41:10.609553,30
2024-12-06T14:41:11.111424,30
2024-12-06T14:41:13.864160,30
2024-12-06T14:41:14.236041,30
2024-12-06T14:42:45.575083,1
2024-12-06T14:42:54.600552,30
2024-12-06T14:45:53.145522,1
2024-12-06T14:45:53.280114,1
2024-12-06T14:46:11.650631,30
2024-12-06T14:47:40.022053,1
2024-12-06T14:47:40.519075,30
2024-12-06T14:49:55.406067,1
2024-12-06T14:49:59.094799,1
2024-12-06T14:53:07.779302,1
2024-12-06T14:53:09.032427,30
2024-12-06T14:54:07.619708,1
2024-12-06T14:54:07.911072,30
2024-12-06T14:54:09.098821,30
2024-12-06T14:58:08.998996,30
2024-12-06T14:58:44.230148,30
2024-12-06T14:58:44.543156,30
2024-12-06T15:08:46.208241,10
2024-12-06T15:16:47.792226,30
2024-12-06T15:22:54.062430,30
2024-12-06T15:22:54.717293,30
2024-12-06T15:25:32.379864,1
2024-12-06T15:25:53.073876,1
2024-12-06T15:26:25.524356,1
2024-12-06T15:27:19.200151,30
2024-12-06T15:27:25.585721,1
2024-12-06T15:28:25.656324,1
2024-12-06T15:29:25.602611,1
2024-12-06T15:30:25.616891,1
2024-12-06T15:33:26.952068,30
2024-12-06T15:33:37.557903,30
2024-12-06T15:33:54.467050,30
2024-12-06T15:35:03.952249,30
2024-12-06T15:35:48.865428,1
2024-12-06T15:35:49.685055,30
2024-12-06T15:36:33.066926,1
2024-12-06T15:37:42.118968,1
2024-12-06T15:38:02.993007,30
2024-12-06T15:38:39.634485,1
2024-12-06T15:39:39.971895,1
2024-12-06T15:43:12.341490,1
2024-12-06T15:49:16.669926,30
2024-12-06T15:56:20.803979,1
2024-12-06T15:56:23.733342,30
2024-12-06T15:56:23.918011,30
2024-12-06T15:56:24.824355,30
2024-12-06T15:56:35.903323,1
2024-12-06T16:04:14.500931,30
2024-12-06T16:05:14.527998,1
2024-12-06T16:06:24.874027,1
2024-12-06T16:06:47.130077,1
2024-12-06T16:06:52.283728,30
2024-12-06T16:10:59.960608,30
2024-12-06T16:11:12.907730,30
2024-12-06T16:14:41.689022,30
2024-12-06T16:15:16.718843,1
2024-12-06T16:15:21.706874,30
2024-12-06T16:15:30.812412,1
2024-12-06T16:42:50.565705,30
2024-12-06T16:43:20.871673,30
2024-12-06T16:43:21.060959,30
2024-12-06T16:45:58.581510,30
2024-12-06T17:15:59.315800,30
2024-12-06T17:16:19.177334,1
2024-12-06T17:24:11.273428,1
2024-12-06T17:26:53.681411,1
2024-12-06T17:26:55.470675,30
2024-12-06T17:26:56.045611,30
2024-12-06T17:26:56.617419,30
2024-12-06T17:27:07.389945,1
2024-12-06T17:27:28.115713,1
2024-12-06T17:27:46.222685,1
2024-12-06T17:27:53.042618,1
2024-12-06T17:30:36.221796,30
2024-12-06T17:30:54.003867,30
2024-12-06T17:31:38.446624,1
2024-12-06T17:41:38.150913,1
2024-12-06T17:43:14.192024,30
2024-12-06T17:49:21.981216,1
2024-12-06T17:49:25.751546,30
2024-12-06T17:49:26.574642,30
2024-12-06T17:52:45.912976,30
2024-12-06T17:53:30.040422,1
2024-12-06T17:53:46.082010,1
2024-12-06T17:54:45.888257,1
2024-12-06T17:55:45.976310,1
2024-12-06T17:57:25.461504,30
2024-12-06T17:58:12.284639,1
2024-12-06T17:58:19.919689,1
2024-12-06T18:03:13.926576,30
2024-12-06T18:04:14.004341,1
2024-12-06T18:05:17.196775,1
2024-12-06T18:05:45.291020,30
2024-12-06T18:06:16.858499,1
2024-12-06T18:06:21.383686,30
2024-12-06T18:06:22.116360,30
2024-12-06T18:06:43.169897,1
2024-12-06T18:06:58.280218,1
2024-12-06T18:24:48.068050,30
2024-12-06T18:25:47.079328,1
2024-12-06T18:35:58.339257,30
2024-12-06T18:36:15.787514,30
2024-12-06T18:36:56.015113,30
2024-12-06T18:50:39.981376,30
2024-12-06T19:23:07.259511,30
2024-12-06T19:30:50.106990,30
2024-12-06T19:52:50.665642,30
2024-12-06T20:22:33.001618,30
2024-12-06T20:23:19.003900,30
2024-12-06T20:23:20.938047,30
2024-12-06T20:41:11.691833,30
2024-12-06T20:43:21.467835,30
2024-12-06T22:12:46.892283,30
2024-12-06T22:13:46.902072,1
2024-12-06T22:14:46.835060,1
2024-12-06T22:15:46.889612,1
2024-12-06T22:20:51.391409,1
2024-12-06T22:31:50.131756,1
2024-12-06T22:32:02.214615,30
2024-12-06T22:33:55.204778,1
2024-12-06T22:33:56.570927,30
2024-12-06T22:34:12.069358,1
2024-12-06T22:34:21.475768,30
2024-12-06T22:34:21.648279,30
2024-12-06T22:34:21.852483,30
2024-12-06T22:34:22.015121,30
2024-12-06T22:34:22.325400,30
2024-12-06T22:34:22.589486,30
2024-12-06T22:36:28.107092,1
2024-12-06T22:36:32.307212,1
2024-12-06T22:38:50.805842,30
2024-12-06T22:41:56.729678,30
2024-12-06T22:44:46.178956,30
2024-12-06T22:44:55.587482,1
2024-12-06T22:45:16.517488,1
2024-12-06T22:45:46.095122,1
2024-12-06T22:46:46.196046,1
2024-12-06T22:47:33.917421,30
2024-12-06T22:56:42.113558,30
2024-12-06T23:36:49.686469,30
2024-12-06T23:39:40.658202,30
2024-12-07T00:04:44.205128,30
2024-12-07T00:07:03.454123,1
2024-12-07T00:07:24.888286,1
2024-12-07T00:07:44.102055,1
2024-12-07T00:10:16.940637,30
2024-12-07T00:13:01.781114,1
2024-12-07T00:13:04.567180,1
2024-12-07T00:21:49.059532,30
2024-12-07T00:22:37.593908,30
2024-12-07T00:26:04.057860,1
2024-12-07T00:26:05.459741,30
2024-12-07T00:28:05.154207,1
2024-12-07T00:28:07.298922,30
2024-12-07T00:28:08.325392,30
2024-12-07T00:28:10.121268,1
2024-12-07T00:33:11.204409,1
2024-12-07T00:33:11.949805,30
2024-12-07T00:33:26.908206,1
2024-12-07T00:33:27.600936,30
2024-12-07T00:33:28.323036,30
2024-12-07T00:34:27.758863,1
2024-12-07T00:38:41.914344,30
2024-12-07T00:38:54.433958,1
2024-12-07T00:39:54.340394,1
2024-12-07T00:40:45.055748,1
2024-12-07T00:40:54.401306,1
2024-12-07T00:41:51.618049,1
2024-12-07T00:41:54.356518,1
2024-12-07T00:42:54.339741,1
2024-12-07T00:43:54.353802,1
2024-12-07T00:44:54.358282,1
2024-12-07T00:45:54.464526,1
2024-12-07T00:46:54.324882,1
2024-12-07T00:47:54.349839,1
2024-12-07T00:48:54.401934,1
2024-12-07T00:49:54.436809,1
2024-12-07T00:50:54.345691,1
2024-12-07T00:51:54.341245,1
2024-12-07T00:52:54.339433,1
2024-12-07T00:53:54.368074,1
2024-12-07T00:54:54.340106,1
2024-12-07T00:55:54.460020,1
2024-12-07T00:56:31.823127,30
2024-12-07T00:56:54.373003,1
2024-12-07T00:57:31.727236,1
2024-12-07T00:57:54.336971,1
2024-12-07T00:58:31.732323,1
2024-12-07T00:58:54.395570,1
2024-12-07T00:59:31.716740,1
2024-12-07T00:59:54.341819,1
2024-12-07T01:00:31.718832,1
2024-12-07T01:00:54.349377,1
2024-12-07T01:01:54.380583,1
2024-12-07T01:02:03.183612,1
2024-12-07T01:02:54.334735,1
2024-12-07T01:03:54.451432,1
