timestamp	web_url	cid	did	text
2025-05-05T00:20:11	https://bsky.app/profile/keithbostic.bsky.social/post/3lof3khy4f22l	bafyreieuhhki54yzhjezghipoqhj47oz25ss3ojvi5jvuuwe6telvg6rwi	did:plc:7ccqv25iowzgbu7sj77uxcos	Factually wrong.   Protein folding, see ESM.  Radiology scans you’d think for sure, but genAI is how you improve bad images so you get more information.  It’s all one technology.
2025-05-05T22:39:28	https://bsky.app/profile/aletheion.bsky.social/post/3logoz2torc2a	bafyreia5dp3a32ip7a56pxn37cpk6hjio4lim3vebmcxgb34e55usvqzba	did:plc:b523eucnri4ml2jraekip2jt	im fine with machine learning for text identification as accessibility tool, protein folding algos & other things with clearly defined useful & specific use cases. making plasticky titgirls, bland empty texts & destroying documented history by adding in AI slop pics is none of that
2025-05-05T22:39:54	https://bsky.app/profile/cfgbot.bsky.social/post/3logsrffmfq2z	bafyreid3w3nfuevrmql77qxyoqmi2befxe5qmp6vhsrpwgsna6lyauz7n4	did:plc:hgixz5ye2aumynsaxwtfkrtr	Project: microsoft/TypeScript File: src/compiler/transformers/destructuring.ts:446  function flattenArrayBindingOrAssignmentPattern(flattenContext: FlattenContext, parent: Binding...  SVG: dark, light
2025-05-06T14:15:04	https://bsky.app/profile/oceaneering.bsky.social/post/3loj2cirokk2a	bafyreidtocqtcnrebtwvkqssqdcs7cjtqlkqvdn64wqmut6x2zmtsvfx7u	did:plc:5bx7alpndb53l63gn6qiryuj	We’ve launched at #SOFWeek2025! 🚀 Visit Booth 2801 to see how Freedom™ AUV, Liberty™ Resident System & OROCs are reshaping defense tech.  ✅ Autonomous docking ✅ Wide-area surveys ✅ Orbital ID  oceaneering.com/freedom  #AUV #DefenseInnovation
2025-05-06T14:15:18	https://bsky.app/profile/vktrnow.bsky.social/post/3loj27cmm5z2n	bafyreihy6dsid25z3uc4pd3w6mdst2jesysbaanubi5x4ut5z2spzw77ta	did:plc:ybrwjbirm7b5q3t7hdpirvt4	From Sick Care to Smart Care: The AI Overhaul of Modern Medicine: Deep learning is reshaping medicine — from diagnosis to drug discovery. Can AI fix a system drowning in burnout, blind spots and broken workflows?   Continue reading... #aitechnology #deeplearning
2025-05-06T14:17:10	https://bsky.app/profile/figmentpez.bsky.social/post/3loijd5repc2b	bafyreiavlsjnmwtdvhhx5rubtejqaxegihx6z3bwlmcricedvk2ggoth7m	did:plc:q6blkwho55bibxi5td3fhasn	"AI can be a useful analytical tool. Take protein folding research for example: magazine.hms.harvard.edu/articles/did...  It's important to realize that ""AI"" is such a blanket term as to be almost meaningless. Something needs to be done to differentiate between LLM grifting and actual science."
2025-05-06T14:17:28	https://bsky.app/profile/travisatkins.bsky.social/post/3loigt4gj6k2v	bafyreihz4igtelxowctlcbtiledkuescd7xm7nsc54fph2ryb2rsstqgjy	did:plc:f4qxr2dqh2c3jihtscbg4u2q	yeah, dafuq is he talking about, man? LLM stands for Large Language Model, what “language” do proteins speak? Do they have mouths & vocal cords? Do they use word processors, and write poems?
2025-05-06T14:17:58	https://bsky.app/profile/cslo-bot.bsky.social/post/3loi7acihv425	bafyreif23xbojjkhqv6zsaiywq4msvijc44ghwbs7k7zcdnmr47ixgkwuq	did:plc:cnwaojhwzulwfi7vvfsefwea	decisions as black boxes, or perform badly on unseen scenarios. In this work, we propose the use of s(CASP), a goal-directed common sense reasoner based on Answer Set Programming, to break down the high-level tasks of an autonomous agent into [3/6 of https://arxiv.org/abs/2505.02144v1]
2025-05-06T14:18:26	https://bsky.app/profile/condmatmtrlsci-bot.bsky.social/post/3loi7s7gugc24	bafyreiebhcetiyuzayvfyzurahxqe6twgjhhyx4jokqscuizljyioitlmu	did:plc:npq7o2en235kjxtvwp6lhfr2	(MgSiO3-perovskite), is crucial for interpreting lower mantle seismology. Using machine-learning interatomic potentials and molecular dynamics, we investigate CaPv's elastic properties across the tetragonal-cubic transition. Our equations of state [2/5 of https://arxiv.org/abs/2505.01529v1]
2025-05-06T14:18:40	https://bsky.app/profile/mathph-bot.bsky.social/post/3loi7waznkq2n	bafyreidw7heyvzzybpanvtzk552rqpa3rbpcrlk2fdj2izg2tnswz2qdey	did:plc:npdmdaf7sxhjqc5poh6tkqrr	cyclopentadiene, yielding endo- and exo-norbornene carbonitrile, in the presence of diffusion and flow in the detection chamber of a microfluidic NMR probe (a finite element model with thousands of Voronoi cells) with a spatially localised stripline [6/7 of https://arxiv.org/abs/2505.02085v1]
2025-05-06T14:18:55	https://bsky.app/profile/condmatmtrlsci-bot.bsky.social/post/3loi7ywimeb2w	bafyreihn4olc3p2zgzrpwvj2tt4o4xhjlygvfu6fxne7pydq6fhq7s4ptq	did:plc:npq7o2en235kjxtvwp6lhfr2	dominated by diffuson contributions, which accurately reproduces and explains the experimental data. Importantly, the machine-learning-based molecular dynamics (MD) simulations not only reproduced the partially Cu-atom occupied Cu$_3$BiS$_3$ structure [5/8 of https://arxiv.org/abs/2505.02135v1]
2025-05-06T14:19:18	https://bsky.app/profile/physicsfludyn-bot.bsky.social/post/3loia53paba2i	bafyreigmp3xjjrlufek6oazohhkr6djfapbcgdgtg56sea4ac2dclraaxy	did:plc:bgcihsmdyqgh5vtylqrp2ile	arXiv:2505.01681v1 Announce Type: new  Abstract: Artificial intelligence (AI) has achieved human-level performance in specialized tasks such as Go, image recognition, and protein folding, raising the prospect of an AI singularity-where machines not [1/6 of https://arxiv.org/abs/2505.01681v1]
2025-05-06T14:19:59	https://bsky.app/profile/quantph-bot.bsky.social/post/3loiac2ax4v2w	bafyreifz27yzffhrpdtxkeywvmdcigstdwdrlanavpdzzf4rebxrwt24o4	did:plc:melooq3pgxglmzuttf2wr5es	arXiv:2505.01875v1 Announce Type: new  Abstract: This paper introduces the Quantum Molecular Autoencoder, a novel approach that integrates quantum computing with molecular representation learning. While conventional molecular representation methods [1/6 of https://arxiv.org/abs/2505.01875v1]
2025-05-06T17:37:00	https://bsky.app/profile/bigpoison.bsky.social/post/3lojfl7ehwk22	bafyreiezxmc7nhb5rcvau2loo27xkwykhlexwzxrttsepql3rpvx2gy2ha	did:plc:c6sxn2edlbpsyemjhvlgv54b	That application is not just “high level computing.” It’s another pattern recognition application of AI that especially converts complex variations of proteins into a language model that can sort through them must faster.
2025-05-06T20:49:15	https://bsky.app/profile/haikugoat.bsky.social/post/3lojq3fs2v222	bafyreifdznbb735jj3t35vmwgvyou2gujwmfcbnlmxmpni2l37n4dptr5e	did:plc:plvpmm2mtzf7v45azmgia5ha	"Part of what makes these discussions challenging is the ambiguity of the term ""AI"". I think what most people mean colloquiallly is ""LLM or image-generation tools embedded in a chat-servant interface"". None of my critiques apply to, like, radiology or protein folding or whatever."
2025-05-06T20:49:45	https://bsky.app/profile/hncompanion.com/post/3lojmmrhmc62f	bafyreify2aj45q6xzi5dgfiedlnqvxci7derwyldo4q7qzafjzasujfjqy	did:plc:mbvl7eofeyf5gyeatysd5d2r	Existing tools like ChatDBG integrate LLMs with debuggers (lldb/gdb, pdb). Using language servers can improve LLM quality & speed for debugging tasks. Specific tools are emerging in this space. #AItools 2/6
2025-05-07T03:44:16	https://bsky.app/profile/flightscream.bsky.social/post/3lokd7g3l722q	bafyreia2kluu3curbqmn4ykyjoq4m4x45vdlehgglvojwi3ltppfaq2lwy	did:plc:njqtkxmfpeqbyurepc4du7ud	"if i had ""never have to work again"" money I'd keep like eight artists in residence and pay them a salary to hand paint transformers in various famous paintings. the angel binding lucifer. fallen angel. saturn devouring his son. the stonecutters. Id single handedly usher in a new confusing era of art"
2025-05-07T03:44:56	https://bsky.app/profile/inanedragon.bsky.social/post/3lokbuz7cxc2c	bafyreibtygp3xhpy7fz3cvz7ibucaevfv4ctmzryghyoco7to7u5obryli	did:plc:h7ttz4bmm74hxbvnm7ydk3lv	"You say ""literally hundreds"", then link to an article that talks about exactly one. And within that article, the creators of the AI talk about how it's an LLM, in the broad sense that it's a model trained on a database of protein languages to predict proteins..  Not off to a great start."
2025-05-07T03:45:08	https://bsky.app/profile/seej500.bsky.social/post/3lok224ueik23	bafyreib7hmidofwwitk2ipvre4geh5bpxqagthygysvmcym5zqqkpyd5pm	did:plc:jtb35yqlxwmqlc3kd4luzbcl	"Like, y'know what? We've used AI to solve protein folding. It's going to revolutionise medicine & biology in ways we can scarcely imagine.   That AI was not ChatGPT.  It's a broad field, & the label ""AI"" gets slapped on all sorts of stuff.   But it's telling that you didn't find an LLM application."
2025-05-07T03:45:15	https://bsky.app/profile/lemmk.bsky.social/post/3lojrwsbcrk2w	bafyreifqcxlhxiscu3bin27rmmuickbsbxlqvpxeh2xsf5ehmtj7dn2uyq	did:plc:lj4qvmmji6zmjg7f2azuuqxg	They do. AI includes pattern recognition, neural networks, image recognition…  You can’t do automated wildlife monitoring without this; nor speed up drug discovery etc.   Data centers are the backbone of our digital lives, and future. Green energy & efficiency are key, of course, for sustainability.
2025-05-07T11:29:14	https://bsky.app/profile/techtales.bsky.social/post/3lol7awd3a32f	bafyreid4be5lopiivsle3n5ofl5t5yfxvrjcgoaxepuaytyhue2pie7vwq	did:plc:wusjav4qqufs3tagscnugbtk	Unlocking Innovation: Apply for Up to $20,000 in AI Credits for Genetic Research  Introduction to Claude’s Role in Genetic Research Recent advancements in artificial intelligence are transforming the landscape of genetic research and drug discovery. Anthropic Claude, a leading AI, is at the…
2025-05-07T11:29:47	https://bsky.app/profile/jamesbridle.bsky.social/post/3lokuug7j3s2a	bafyreif2nkrzhf4b6ooksw7fp3qs2hw2cdhypv5bcms2nnii3ylgmwavae	did:plc:yso2o4cvuf7wqs7hfinjjzts	For the record: unless you are doing statistical, mathematical work - protein folding; structural optimisation; very *specific* types of data analysis and coding OR research on second-order effects of machine learning etc AND you have an actual, technical understanding of the technology...
2025-05-07T16:12:15	https://bsky.app/profile/funmandave.bsky.social/post/3lolpwevuxc2w	bafyreih7ypsxld62g4velfgurhqilhqy6y3escsnesphandllpxkockqgq	did:plc:zfgzuqar2fbavcm7guqmsx7n	In my opinion, large language models (LLMs) in general, but not artificial intelligence (AI) in general.  AI has real uses. They’re pretty niche (folding proteins, diagnostics, etc.) but real.  Artificial *general* intelligence (AGI) is like LLMs, worth less than nothing, actively wasteful.
2025-05-08T03:58:25	https://bsky.app/profile/snowjob.bsky.social/post/3lomp2ptzrc2p	bafyreievrgmulvphgzvxd4y2gcguivwzk75qyj6zagfiyn44ihpxaypedi	did:plc:ldb5qllcnooe6hzcbnq2xkfv	Machine learning is great for incredibly large data sets or things with tremendous amounts of combinations, like protein folding or analyzing astronomical or space mission data. Now that it's called AI though, folks look at me like I'm insane for talking about it.
2025-05-08T03:58:55	https://bsky.app/profile/macachist.bsky.social/post/3lomjyycb7k2t	bafyreihld2f6xwujsjsmirs5o3lbdmiy2zh72psdvfcqf7w7xas2gebrum	did:plc:cycm5h6piwxp4prltflyzlgp	i get that everyones knee jerk reaction to AI is to hate it but AI has its own place to help humanity n the world around it. early disease detection, robot-assisted surgery, drug discovery, accessibility. the biggest issue is the ppl scrapin AO3 n art to train their LLM n that def needs to addressed
